lane,word,q
1713,3256093984,1
1714,0,0
1715,0,1
1716,226539345,1
1717,0,1
1718,0,0
1719,2434074800,0
1720,0,0
1721,249718293,1
1722,0,0
1723,0,1
1724,0,1
1725,1049172,1
1726,0,0
1727,0,0
1728,284243615,0
1729,0,1
1730,1814073477,0
1731,0,1
1732,0,1
1733,0,1
1734,0,0
1735,0,0
1736,0,0
1737,0,1
1738,0,0
1739,0,1
1740,0,1
1741,185139712,1
1742,1428033697,0
1743,0,0
1744,0,0
1745,0,1
1746,0,0
1747,0,1
1748,0,1
1749,0,1
1750,0,0
1751,155189376,0
1752,0,0
1753,0,1
1754,0,0
1755,0,1
1756,0,1
1757,118072352,1
1758,0,0
1759,2147521040,0
1760,0,0
1761,2153292096,1
1762,3758424200,0
1763,0,1
1764,0,1
1765,0,1
1766,0,0
1767,23154791,0
1768,0,0
1769,0,1
1770,0,0
1771,0,1
1772,3222020106,1
1773,0,1
1774,310509832,0
1775,0,0
1776,0,0
1777,0,1
1778,310450177,0
1779,2493587712,1
1780,0,1
1781,340615429,1
1782,1074581643,0
1783,2216726592,0
1784,0,0
1785,22292579,1
1786,2147484675,0
1787,0,1
1788,0,1
1789,0,1
1790,1082884689,0
1791,0,0
1792,0,0
1793,436801664,1
1794,33619968,0
1795,2216861952,1
1796,2294352004,1
1797,461374370,1
1798,1514143872,0
1799,0,0
1800,3815841824,0
1801,270344,1
1802,8919425,0
1803,0,1
1804,2147639568,1
1805,0,1
1806,556009720,0
1807,0,0
1808,0,0
1809,3424758683,1
1810,0,0
1811,0,1
1812,0,1
1813,1078987364,1
1814,0,0
1815,0,0
1816,0,0
1817,0,1
1818,68191234,0
1819,1226846893,1
1820,0,1
1821,0,1
1822,1644336640,0
1823,0,0
1824,0,0
1825,0,1
1826,0,0
1827,0,1
1828,3800170592,1
1829,46350354,1
1830,1018234184,0
1831,1141318789,0
1832,0,0
1833,2290487322,1
1834,0,0
1835,0,1
1836,0,1
1837,86033552,1
1838,0,0
1839,0,0
1840,144085910,0
1841,0,1
1842,0,0
1843,0,1
1844,0,1
1845,0,1
1846,0,0
1847,625214096,0
1848,0,0
1849,0,1
1850,1343526448,0
1851,67117624,1
1852,93661312,1
1853,0,1
1854,0,0
1855,0,0
1856,0,0
1857,0,1
1858,4194336896,0
1859,0,1
1860,0,1
1861,0,1
1862,0,0
1863,0,0
1864,0,0
1865,0,1
1866,0,0
1867,0,1
1868,0,1
1869,0,1
1870,0,0
1871,352393266,0
1872,3563339891,0
1873,0,1
1874,0,0
1875,0,1
1876,1342734353,1
1877,0,1
1878,96233512,0
1879,0,0
1880,0,0
1881,0,1
1882,220202009,0
1883,0,1
1884,1163994245,1
